Commodity,Variety,Origin,Grade,Size,Shell
Almonds,Price,California,U.S. Extra No. 1,20/22,Shelled
Almonds,Price,California,U.S. Extra No. 1,22/24,Shelled
Almonds,Price,California,U.S. Extra No. 1,23/25,Shelled
Almonds,Price,California,U.S. Extra No. 1,24/26,Shelled
Almonds,Price,California,U.S. Extra No. 1,26/28,Shelled
Almonds,Price,California,U.S. Extra No. 1,27/30,Shelled
Almonds,Price,California,U.S. Extra No. 1,30/34,Shelled
Almonds,Price,California,U.S. Extra No. 1,34/40,Shelled
Almonds,Price,California,U.S. Extra No. 1,40/50,Shelled
Almonds,Price,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,Price,California,U.S. Extra No. 1,UNS,Shelled
Almonds,Price,California,U.S. No. 1,16/18,Shelled
Almonds,Price,California,U.S. No. 1,18/20,Shelled
Almonds,Price,California,U.S. No. 1,20/22,Shelled
Almonds,Price,California,U.S. No. 1,22/24,Shelled
Almonds,Price,California,U.S. No. 1,23/25,Shelled
Almonds,Price,California,U.S. No. 1,24/26,Shelled
Almonds,Price,California,U.S. No. 1,26/28,Shelled
Almonds,Price,California,U.S. No. 1,27/30,Shelled
Almonds,Price,California,U.S. No. 1,30/34,Shelled
Almonds,Price,California,U.S. No. 1,34/40,Shelled
Almonds,Price,California,U.S. No. 1,40/50,Shelled
Almonds,Price,California,U.S. No. 1,50 AOS,Shelled
Almonds,Price,California,U.S. No. 1,UNS,Shelled
Almonds,Price,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,Price,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,Price,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,Price,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,Price,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,Price,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,Price,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,Price,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,Price,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,Price,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,Price,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,Price,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,Price,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,16/18,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,Price,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,16/18,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,18/20,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,20/22,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,22/24,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,23/25,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,24/26,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,26/28,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,27/30,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,30/34,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,34/40,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,40/50,Shelled
Almonds,Aldrich,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,Aldrich,California,,,Inshell
Almonds,Aldrich,California,U.S. Extra No. 1,UNS,Shelled
Almonds,Aldrich,California,U.S. No. 1,16/18,Shelled
Almonds,Aldrich,California,U.S. No. 1,18/20,Shelled
Almonds,Aldrich,California,U.S. No. 1,20/22,Shelled
Almonds,Aldrich,California,U.S. No. 1,22/24,Shelled
Almonds,Aldrich,California,U.S. No. 1,23/25,Shelled
Almonds,Aldrich,California,U.S. No. 1,24/26,Shelled
Almonds,Aldrich,California,U.S. No. 1,26/28,Shelled
Almonds,Aldrich,California,U.S. No. 1,27/30,Shelled
Almonds,Aldrich,California,U.S. No. 1,30/34,Shelled
Almonds,Aldrich,California,U.S. No. 1,34/40,Shelled
Almonds,Aldrich,California,U.S. No. 1,40/50,Shelled
Almonds,Aldrich,California,U.S. No. 1,50 AOS,Shelled
Almonds,Aldrich,California,U.S. No. 1,UNS,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,Aldrich,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,16/18,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,Aldrich,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,16/18,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,18/20,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,20/22,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,22/24,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,23/25,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,24/26,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,26/28,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,27/30,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,30/34,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,34/40,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,40/50,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,Blanched,California,U.S. Extra No. 1,UNS,Shelled
Almonds,Blanched,California,U.S. No. 1,16/18,Shelled
Almonds,Blanched,California,U.S. No. 1,18/20,Shelled
Almonds,Blanched,California,U.S. No. 1,20/22,Shelled
Almonds,Blanched,California,U.S. No. 1,22/24,Shelled
Almonds,Blanched,California,U.S. No. 1,23/25,Shelled
Almonds,Blanched,California,U.S. No. 1,24/26,Shelled
Almonds,Blanched,California,U.S. No. 1,26/28,Shelled
Almonds,Blanched,California,U.S. No. 1,27/30,Shelled
Almonds,Blanched,California,U.S. No. 1,30/34,Shelled
Almonds,Blanched,California,U.S. No. 1,34/40,Shelled
Almonds,Blanched,California,U.S. No. 1,40/50,Shelled
Almonds,Blanched,California,U.S. No. 1,50 AOS,Shelled
Almonds,Blanched,California,U.S. No. 1,UNS,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,Blanched,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,16/18,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,Blanched,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,16/18,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,18/20,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,20/22,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,22/24,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,23/25,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,24/26,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,26/28,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,27/30,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,30/34,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,34/40,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,40/50,Shelled
Almonds,Butte/Padre,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,Butte/Padre,California,,,Inshell
Almonds,Butte/Padre,California,U.S. Extra No. 1,UNS,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,16/18,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,18/20,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,20/22,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,22/24,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,23/25,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,24/26,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,26/28,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,27/30,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,30/34,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,34/40,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,40/50,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,50 AOS,Shelled
Almonds,Butte/Padre,California,U.S. No. 1,UNS,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,Butte/Padre,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,16/18,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,Butte/Padre,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,16/18,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,18/20,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,20/22,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,22/24,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,23/25,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,24/26,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,26/28,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,27/30,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,30/34,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,34/40,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,40/50,Shelled
Almonds,Blanchable Variety,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,Blanchable Variety,California,,,Inshell
Almonds,Blanchable Variety,California,U.S. Extra No. 1,UNS,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,16/18,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,18/20,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,20/22,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,22/24,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,23/25,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,24/26,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,26/28,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,27/30,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,30/34,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,34/40,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,40/50,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,50 AOS,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1,UNS,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,Blanchable Variety,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,16/18,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,Blanchable Variety,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1 Whole and Broken,UNS,Shelled
Almonds,Blanchable Variety,California,U.S. No. 1 Pieces,UNS,Shelled
Almonds,California,California,U.S. Extra No. 1,16/18,Shelled
Almonds,California,California,U.S. Extra No. 1,18/20,Shelled
Almonds,California,California,U.S. Extra No. 1,20/22,Shelled
Almonds,California,California,U.S. Extra No. 1,22/24,Shelled
Almonds,California,California,U.S. Extra No. 1,23/25,Shelled
Almonds,California,California,U.S. Extra No. 1,24/26,Shelled
Almonds,California,California,U.S. Extra No. 1,26/28,Shelled
Almonds,California,California,U.S. Extra No. 1,27/30,Shelled
Almonds,California,California,U.S. Extra No. 1,30/34,Shelled
Almonds,California,California,U.S. Extra No. 1,34/40,Shelled
Almonds,California,California,U.S. Extra No. 1,40/50,Shelled
Almonds,California,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,California,California,,,Inshell
Almonds,California,California,U.S. Extra No. 1,UNS,Shelled
Almonds,California,California,U.S. No. 1,16/18,Shelled
Almonds,California,California,U.S. No. 1,18/20,Shelled
Almonds,California,California,U.S. No. 1,20/22,Shelled
Almonds,California,California,U.S. No. 1,22/24,Shelled
Almonds,California,California,U.S. No. 1,23/25,Shelled
Almonds,California,California,U.S. No. 1,24/26,Shelled
Almonds,California,California,U.S. No. 1,26/28,Shelled
Almonds,California,California,U.S. No. 1,27/30,Shelled
Almonds,California,California,U.S. No. 1,30/34,Shelled
Almonds,California,California,U.S. No. 1,34/40,Shelled
Almonds,California,California,U.S. No. 1,40/50,Shelled
Almonds,California,California,U.S. No. 1,50 AOS,Shelled
Almonds,California,California,U.S. No. 1,UNS,Shelled
Almonds,California,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,California,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,California,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,California,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,California,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,California,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,California,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,California,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,California,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,California,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,California,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,California,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,California,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,California,California,U.S. Standard Sheller Run,16/18,Shelled
Almonds,California,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,California,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,California,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,California,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,California,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,California,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,California,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,California,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,California,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,California,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,California,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,California,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,California,California,U.S. No. 1 Whole and Broken,UNS,Shelled
Almonds,California,California,U.S. No. 1 Pieces,UNS,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,16/18,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,18/20,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,20/22,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,22/24,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,23/25,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,24/26,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,26/28,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,27/30,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,30/34,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,34/40,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,40/50,Shelled
Almonds,Carmel Type,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,Carmel Type,California,,,Inshell
Almonds,Carmel Type,California,U.S. Extra No. 1,UNS,Shelled
Almonds,Carmel Type,California,U.S. No. 1,16/18,Shelled
Almonds,Carmel Type,California,U.S. No. 1,18/20,Shelled
Almonds,Carmel Type,California,U.S. No. 1,20/22,Shelled
Almonds,Carmel Type,California,U.S. No. 1,22/24,Shelled
Almonds,Carmel Type,California,U.S. No. 1,23/25,Shelled
Almonds,Carmel Type,California,U.S. No. 1,24/26,Shelled
Almonds,Carmel Type,California,U.S. No. 1,26/28,Shelled
Almonds,Carmel Type,California,U.S. No. 1,27/30,Shelled
Almonds,Carmel Type,California,U.S. No. 1,30/34,Shelled
Almonds,Carmel Type,California,U.S. No. 1,34/40,Shelled
Almonds,Carmel Type,California,U.S. No. 1,40/50,Shelled
Almonds,Carmel Type,California,U.S. No. 1,50 AOS,Shelled
Almonds,Carmel Type,California,U.S. No. 1,UNS,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,Carmel Type,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,16/18,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,18/20,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,20/22,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,22/24,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,23/25,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,24/26,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,26/28,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,27/30,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,30/34,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,34/40,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,40/50,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,50 AOS,Shelled
Almonds,Carmel Type,California,U.S. Standard Sheller Run,UNS,Shelled
Almonds,Carmel Type,California,U.S. No. 1 Whole and Broken,UNS,Shelled
Almonds,Carmel Type,California,U.S. No. 1 Pieces,UNS,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,16/18,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,18/20,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,20/22,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,22/24,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,23/25,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,24/26,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,26/28,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,27/30,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,30/34,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,34/40,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,40/50,Shelled
Almonds,Mission Type,California,U.S. Extra No. 1,50 AOS,Shelled
Almonds,Mission Type,California,,,Inshell
Almonds,Mission Type,California,U.S. Extra No. 1,UNS,Shelled
Almonds,Mission Type,California,U.S. No. 1,16/18,Shelled
Almonds,Mission Type,California,U.S. No. 1,18/20,Shelled
Almonds,Mission Type,California,U.S. No. 1,20/22,Shelled
Almonds,Mission Type,California,U.S. No. 1,22/24,Shelled
Almonds,Mission Type,California,U.S. No. 1,23/25,Shelled
Almonds,Mission Type,California,U.S. No. 1,24/26,Shelled
Almonds,Mission Type,California,U.S. No. 1,26/28,Shelled
Almonds,Mission Type,California,U.S. No. 1,27/30,Shelled
Almonds,Mission Type,California,U.S. No. 1,30/34,Shelled
Almonds,Mission Type,California,U.S. No. 1,34/40,Shelled
Almonds,Mission Type,California,U.S. No. 1,40/50,Shelled
Almonds,Mission Type,California,U.S. No. 1,50 AOS,Shelled
Almonds,Mission Type,California,U.S. No. 1,UNS,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,16/18,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,18/20,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,20/22,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,22/24,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,23/25,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,24/26,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,26/28,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,27/30,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,30/34,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,34/40,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,40/50,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,50 AOS,Shelled
Almonds,Mission Type,California,U.S. Select Sheller Run,UNS,Shelled
Almonds,Mission Type,California,U.S. Standard Sheller Run,16/18,Shelled
